"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"Lifecycle Stage","lifecyclestage","enumeration","The qualification of contacts to sales readiness. It can be set through imports, forms, workflows, and manually on a per contact basis.","contactinformation","true","","false","true","false","true","false","true","HubSpot","Not applicable","Workflows (2); Create record forms (1); Reports (1); Views (17); Property cards (1)","100%","",""
"Stage of Journey","martechstatus","enumeration","","contactinformation","true","Welcome / New Lead (Welcome Flow) [HIDDEN]; Consultation Scheduled (Consultation Sch Flow); Consultation Done (Consultation Done Flow) [HIDDEN]; Surgery Qualified (Surgery Qualified Flow); Surgery Unqualified (Surgery Unqualified Flow); Surgery Booked (Surgery Booked Flow) [HIDDEN]; Surgery Done (Surgery Done Flow) [HIDDEN]; Nurturing (Nurturing Flow) [HIDDEN]","false","false","false","false","false","false","Unknown user","3/25/22","Workflows (12); Reports (2); Views (16)","99.64%","",""
"Mobile Phone Number","mobilephone","string","A contact's mobile phone number","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","Forms (3); Workflows (1)","43.8%","",""
"Next Appointment","next_appointment","date","","contactinformation","true","","false","false","false","false","false","false","Himanshu Gupta","9/10/23","Lists (2); Workflows (47); Views (20)","35.53%","",""
"Next Appointment Date","next_appointment_date","string","","contactinformation","true","","false","false","false","false","false","false","Evolved Hair","12/15/21","Workflows (7); Emails (2); Views (8); Property cards (1)","13.69%","",""
"Next Appointment Location","next_appointment_location","string","","contactinformation","true","","false","false","false","false","false","false","Evolved Hair","12/15/21","Workflows (3); Views (4)","41.79%","",""
"Number of Employees","numemployees","enumeration","The number of company employees","contactinformation","true","1-5; 5-25; 25-50; 50-100; 100-500; 500-1000; 1000+","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Offered Amount","offered_amount","number","","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","10/6/24","Emails (8); Views (9)","7.11%","",""
"Opened Email Name ","opened_email_name","string","","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","3/29/24","Workflows (1); Views (9)","47.81%","",""
"Phone Number","phone","string","A contact's primary phone number","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","Forms (28); Lists (8); Chatflows (4); Workflows (56); Create record forms (1); Views (39); Property cards (1)","92.55%","",""
"Please choose some ideal time","please_choose_some_ideal_time","enumeration","","contactinformation","true","1 - 3 months; 3 - 6 months; More than 6 months","false","false","false","false","false","false","Madhur Gusain","9/25/24","Forms (2)","0.11%","",""
"Please specify","please_specify","string","","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","9/25/24","Forms (1)","0.21%","",""
"Non-Surgical","prp","enumeration","","contactinformation","false","Yes (true); No (false)","false","false","false","false","false","false","Unknown user","7/27/22","Workflows (2); Views (3)","9.81%","",""
"Question","question","string","","contactinformation","true","","false","false","false","false","false","false","Unknown user","3/22/23","Forms (3); Workflows (1)","0.23%","",""
"Re-engaged lead","reengaged_lead","bool","","contactinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Madhur Gusain","3/26/26","Workflows (1)","0.3%","",""
"Re-engagement date","reengagement_date","date","","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","3/26/26","Workflows (1)","0.3%","",""
"Salutation","salutation","string","The title used to address a contact","contactinformation","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"SMS Opt Out/In","sms_opt_in_out","string","Contacts Opt Out/In status","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","9.32%","",""
"State/Region","state","string","The contact's state of residence. This might be set via import, form, or integration.","contactinformation","true","","false","false","false","false","false","true","HubSpot","Not applicable","","20.06%","",""
"Surgery Date Selected","surgery_date","date","Surgery Date Chosen","contactinformation","true","","false","false","false","false","false","false","Unknown user","3/25/22","Lists (3); Workflows (3); Views (10); Property cards (1)","8.78%","",""
"Test Form Submission","test_form_submission","date","","contactinformation","true","","false","false","false","false","false","false","Himanshu Gupta","4/28/23","","0%","",""
"Twitter Username","twitterhandle","string","The contact's Twitter handle.","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Was it easy to make a decision?","was_it_easy_to_make_a_decision_","enumeration","","contactinformation","true","Yes  (Yes); No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/9/23","Forms (2)","1.84%","",""
"Website URL","website","string","Associated company website.","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","Forms (1)","0.19%","",""
"What best describes your stage of hair loss?","what_best_describes_your_stage_of_hair_loss","enumeration","","contactinformation","true","Early (Mild thinning); Moderate (Visible scalp in some areas); Advanced (Significant hair loss); Not Sure","false","false","false","false","false","false","Madhur Gusain","6/11/26","Forms (1)","0%","",""
"Would you like any more information?","would_you_like_any_more_information_","enumeration","","contactinformation","true","Yes; No; Sort Of","false","false","false","false","false","false","Madhur Gusain","9/25/24","","0%","",""
"Would you like more information?","would_you_like_more_information_","enumeration","","contactinformation","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/9/23","Forms (2)","1.84%","",""
"Would you like to speak to our surgeon?","would_you_like_to_speak_to_our_surgeon_","enumeration","","contactinformation","true","Yes; No","false","false","false","false","false","false","Madhur Gusain","9/25/24","","0%","",""
"Would you recommend a friend to visit us?","would_you_recommend_a_friend_to_visit_us_","enumeration","","contactinformation","true","Yes; No; Sort of","false","false","false","false","false","false","Madhur Gusain","9/25/24","","0%","",""
"Your hair loss condition","your_hair_loss_condition","string","","contactinformation","true","","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","7.15%","",""
"Postal Code","zip","string","The contact's zip code. This might be set via import, form, or integration.","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","","0.86%","",""
"Cumulative time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_customer","number","The cumulative time in seconds spent by the contact in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Cumulative time in ""Evangelist (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_evangelist","number","The cumulative time in seconds spent by the contact in the 'Evangelist' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Cumulative time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_lead","number","The cumulative time in seconds spent by the contact in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","45.76%","",""
"Cumulative time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_marketingqualifiedlead","number","The cumulative time in seconds spent by the contact in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.06%","",""
"Cumulative time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_opportunity","number","The cumulative time in seconds spent by the contact in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.82%","",""
"Cumulative time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_other","number","The cumulative time in seconds spent by the contact in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Cumulative time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_salesqualifiedlead","number","The cumulative time in seconds spent by the contact in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Cumulative time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_subscriber","number","The cumulative time in seconds spent by the contact in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.18%","",""
"Date entered current stage","hs_v2_date_entered_current_stage","datetime","The date this object entered its current pipeline stage","contactlcs","false","","true","true","true","false","false","true","HubSpot","Not applicable","","82.93%","",""
"Date entered ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_entered_customer","datetime","The date and time when the contact entered the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","7.59%","",""
"Date entered ""Evangelist (Lifecycle Stage Pipeline)""","hs_v2_date_entered_evangelist","datetime","The date and time when the contact entered the 'Evangelist' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Date entered ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_lead","datetime","The date and time when the contact entered the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","Lists (1)","81.24%","",""
"Date entered ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_marketingqualifiedlead","datetime","The date and time when the contact entered the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.06%","",""
"Date entered ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_entered_opportunity","datetime","The date and time when the contact entered the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","62.13%","",""
"Date entered ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_entered_other","datetime","The date and time when the contact entered the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Date entered ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_salesqualifiedlead","datetime","The date and time when the contact entered the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Date entered ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_entered_subscriber","datetime","The date and time when the contact entered the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.46%","",""
"Date exited ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_exited_customer","datetime","The date and time when the contact exited the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Date exited ""Evangelist (Lifecycle Stage Pipeline)""","hs_v2_date_exited_evangelist","datetime","The date and time when the contact exited the 'Evangelist' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Date exited ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_lead","datetime","The date and time when the contact exited the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","45.68%","",""
"Date exited ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_marketingqualifiedlead","datetime","The date and time when the contact exited the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.06%","",""
"Date exited ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_exited_opportunity","datetime","The date and time when the contact exited the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.61%","",""
"Date exited ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_exited_other","datetime","The date and time when the contact exited the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Date exited ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_salesqualifiedlead","datetime","The date and time when the contact exited the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Date exited ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_exited_subscriber","datetime","The date and time when the contact exited the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.18%","",""
"Latest time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_customer","number","The total time in seconds spent by the contact in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Latest time in ""Evangelist (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_evangelist","number","The total time in seconds spent by the contact in the 'Evangelist' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Latest time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_lead","number","The total time in seconds spent by the contact in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","45.68%","",""
"Latest time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_marketingqualifiedlead","number","The total time in seconds spent by the contact in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.06%","",""
"Latest time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_opportunity","number","The total time in seconds spent by the contact in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.7%","",""
"Latest time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_other","number","The total time in seconds spent by the contact in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Latest time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_salesqualifiedlead","number","The total time in seconds spent by the contact in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0.02%","",""
"Latest time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_subscriber","number","The total time in seconds spent by the contact in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.18%","",""
"Time in current stage","hs_v2_time_in_current_stage","datetime","The time this object has spent in the current pipeline stage","contactlcs","false","","true","true","true","false","false","true","HubSpot","Not applicable","","82.93%","",""
"Member has accessed private content","hs_membership_has_accessed_private_content","number","1 if a member has accessed any private content, 0 or null if not","contactscripted","false","","true","true","true","false","false","true","HubSpot","Not applicable","","75%","",""
"Registered member","hs_registered_member","number","Whether or not a contact is registered","contactscripted","false","","true","true","true","false","false","true","HubSpot","Not applicable","","99.98%","",""
"Facebook click id","hs_facebook_click_id","string","","conversioninformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","2.59%","",""
"Google ad click id","hs_google_click_id","string","","conversioninformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","21.88%","",""
"IP Timezone","hs_ip_timezone","string","The timezone reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","57.38%","",""
"LinkedIn click id","hs_linkedin_click_id","string","The li_fat_id url parameter extracted from the Activity recorded when a visitor lands on a tracked webpage","conversioninformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"TikTok click id","hs_tiktok_click_id","string","The ttclid url parameter extracted from the Activity recorded when a visitor lands on a tracked webpage","conversioninformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"IP City","ip_city","string","The city reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","45.68%","",""
"IP Country","ip_country","string","The country reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","57.38%","",""
"IP Country Code","ip_country_code","string","The country code reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","57.38%","",""
"IP State/Region","ip_state","string","The state or region reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","56.05%","",""
"IP State Code/Region Code","ip_state_code","string","The state code or region code reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","55.99%","",""
"Facebook Lead Id","lead_id","number","","conversioninformation","true","","false","false","false","false","false","false","Your Social Buddy","5/30/23","","0.42%","",""
"Number of Form Submissions","num_conversion_events","number","The number of forms this contact has submitted","conversioninformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","100%","",""
"Number of Unique Forms Submitted","num_unique_conversion_events","number","The number of different forms this contact has submitted","conversioninformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","100%","",""
"Recent Conversion Date","recent_conversion_date","datetime","The date this contact last submitted a form","conversioninformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","Workflows (1)","50.76%","",""
"Recent Conversion","recent_conversion_event_name","string","The last form this contact submitted","conversioninformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","50.76%","",""
"Close Date","closedate","datetime","Date the  contact  became  a  customer. Set automatically when a deal or opportunity is marked as closed-won. It can also be set manually or programmatically.","deal_information","false","","false","true","false","false","false","true","HubSpot","Not applicable","Views (1)","7.59%","",""
"Days To Close","days_to_close","number","Count of days elapsed between creation and being closed as a customer. Set automatically.","deal_information","false","","true","true","true","false","false","true","HubSpot","Not applicable","","6.96%","",""
"First Deal Created Date","first_deal_created_date","datetime","Date first deal was created for contact. Set automatically.","deal_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","60.74%","",""
"Buying Role","hs_buying_role","enumeration","Role the contact plays during the sales process. Contacts can have multiple roles, and can share roles with others.","deal_information","true","Blocker (BLOCKER) [READ-ONLY]; Budget Holder (BUDGET_HOLDER) [READ-ONLY]; Champion (CHAMPION) [READ-ONLY]; Decision Maker (DECISION_MAKER) [READ-ONLY]; End User (END_USER) [READ-ONLY]; Executive Sponsor (EXECUTIVE_SPONSOR) [READ-ONLY]; Influencer (INFLUENCER) [READ-ONLY]; Legal & Compliance (LEGAL_AND_COMPLIANCE) [READ-ONLY]; Other (OTHER) [READ-ONLY]","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Number of Associated Deals","num_associated_deals","number","Count of deals associated with this contact. Set automatically by HubSpot.","deal_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","60.72%","",""
"Recent Deal Amount","recent_deal_amount","number","Amount of last closed won deal associated with a contact. Set automatically.","deal_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.52%","",""
"Recent Deal Close Date","recent_deal_close_date","datetime","Date last deal associated with contact was closed-won. Set automatically.","deal_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","2.76%","",""
"Total Revenue","total_revenue","number","Sum of all closed-won deal revenue associated with the contact. Set automatically.","deal_information","false","","true","true","false","false","false","true","HubSpot","Not applicable","","2.03%","",""
"Invalid email address","hs_email_bad_address","bool","The email address associated with this contact is invalid.","emailinformation","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","Not applicable","","0.08%","",""
"Marketing emails bounced","hs_email_bounce","number","The number of marketing emails that bounced for the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","7.81%","",""
"Marketing emails clicked","hs_email_click","number","The number of marketing emails which have had link clicks for the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","29.11%","",""
"Email address quarantine reason","hs_email_customer_quarantined_reason","enumeration","The reason why the email address has been quarantined.","emailinformation","false","Suspension Remediation (SUSPENSION_REMEDIATION) [READ-ONLY]; Blocklist Remediation (BLOCKLIST_REMEDIATION) [READ-ONLY]; Trust & Safety Remediation (TRUST_SAFETY_REMEDIATION) [READ-ONLY]","false","true","false","false","false","true","HubSpot","Not applicable","","1.5%","",""
"Marketing emails delivered","hs_email_delivered","number","The number of marketing emails delivered for the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","90.82%","",""
"First marketing email click date","hs_email_first_click_date","datetime","The date of the earliest link click for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","29.11%","",""
"First marketing email open date","hs_email_first_open_date","datetime","The date of the earliest open for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","63.61%","",""
"First marketing email reply date","hs_email_first_reply_date","datetime","The date of the earliest reply for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.51%","",""
"First marketing email send date","hs_email_first_send_date","datetime","The date of the earliest delivery for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","90.82%","",""
"Email hard bounce reason","hs_email_hard_bounce_reason_enum","enumeration","The issue that caused a contact to hard bounce from your emails. If this is an error or a temporary issue, you can unbounce this contact from the contact record.","emailinformation","false","Content (CONTENT) [READ-ONLY]; Mailbox full (MAILBOX_FULL) [READ-ONLY]; Other (OTHER) [READ-ONLY]; Policy (POLICY) [READ-ONLY]; Spam (SPAM) [READ-ONLY]; Unknown user (UNKNOWN_USER) [READ-ONLY]","true","true","false","false","false","true","HubSpot","Not applicable","","5.46%","",""
"Last marketing email click date","hs_email_last_click_date","datetime","The date of the most recent link click for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","29.11%","",""
"Last marketing email name","hs_email_last_email_name","string","The name of the last marketing email sent to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","94.94%","",""
"Last marketing email open date","hs_email_last_open_date","datetime","The date of the most recent open for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","63.61%","",""
"Last marketing email reply date","hs_email_last_reply_date","datetime","The date of the latest reply for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.51%","",""
"Last marketing email send date","hs_email_last_send_date","datetime","The date of the most recent delivery for any marketing email to the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","90.82%","",""
"Marketing emails opened","hs_email_open","number","The number of marketing emails opened for the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","Scores (1); Lists (1)","63.61%","",""
"Unsubscribed from all email","hs_email_optout","bool","Indicates that the current email address has opted out of all email.","emailinformation","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","Not applicable","","9.49%","",""
"Opted out of email: Marketing Information","hs_email_optout_26112775","enumeration","Indicates that the current email address has opted out of this email type.","emailinformation","false","No (false); Yes (true)","true","true","false","false","false","true","HubSpot","Not applicable","","42.17%","",""
"Opted out of email: One to One","hs_email_optout_26796883","enumeration","Indicates that the current email address has opted out of this email type.","emailinformation","false","No (false); Yes (true)","true","true","false","false","false","true","HubSpot","Not applicable","","9.56%","",""
"Email Address Quarantined","hs_email_quarantined","bool","Indicates that the current email address has been quarantined for anti-abuse reasons and any marketing email sends to it will be blocked. This is automatically set by HubSpot.","emailinformation","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","Not applicable","Lists (2)","2.03%","",""
"Email address automated quarantine reason","hs_email_quarantined_reason","enumeration","The automated reason why the email address has been quarantined.","emailinformation","false","Suspicious List Import (ON_LIST_IMPORT) [READ-ONLY]; High Hard Bounce Rate (HIGH_HARD_BOUNCE_RATE) [READ-ONLY]; Multiple Cancelled Campaigns (MULTIPLE_CANCELLED_CAMPAIGNS) [READ-ONLY]; Suspicious Form Activity (FORM_ABUSE) [READ-ONLY]; Recipient Complaint (RECIPIENT_COMPLAINT) [READ-ONLY]; Suspension Remediation (SUSPENSION_REMEDIATION) [READ-ONLY]; Blocklist Remediation (BLOCKLIST_REMEDIATION) [READ-ONLY]; Trust & Safety Remediation (TRUST_SAFETY_REMEDIATION) [READ-ONLY]; Other (OTHER) [READ-ONLY]; Undeliverable Email Address (UNDELIVERABLE_ADDRESS) [READ-ONLY]; Microsoft Undeliverable - Microsoft reports that address is inactive (MICROSOFT_UNDELIVERABLE)","true","true","false","false","false","true","HubSpot","Not applicable","Lists (1)","0.53%","",""
"Marketing emails replied","hs_email_replied","number","The number of marketing emails replied to by the current email address. This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","5.51%","",""
"Sends Since Last Engagement","hs_email_sends_since_last_engagement","number","The number of marketing emails that have been sent to the current email address since the last engagement (open or link click). This is automatically set by HubSpot.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","Lists (1)","94.94%","",""
"Email type","hs_email_type","enumeration","Used to determine if a given property is a personal email or work email","emailinformation","false","Personal (personal); Work (work)","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Marketing email confirmation status","hs_emailconfirmationstatus","enumeration","The status of a contact's eligibility to receive marketing email. This is automatically set by HubSpot.","emailinformation","false","Confirmed; Confirmation Pending; Confirmation Email Sent; User clicked confirmation; HubSpot Rep. marked confirmed; Customer marked confirmed; Confirmed from previous behavior; Confirmed due to form","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Enriched Email Bounce Detected (Deprecated)","hs_enriched_email_bounce_detected","bool","Bounce Detected attribute is no longer being populated/updated after 10/31/2025. In order to receive signals about an email address becoming undeliverable or no longer valid for the contact, please use Intent Signals.","emailinformation","false","Yes (true); No (false)","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Legal basis for processing contact's data","hs_legal_basis","enumeration","Legal basis for processing contact's data; 'Not applicable' will exempt the contact from GDPR protections","emailinformation","false","Legitimate interest - Lead (Legitimate interest – prospect/lead) [READ-ONLY]; Legitimate interest - Customer (Legitimate interest – existing customer) [READ-ONLY]; Legitimate interest - Other (Legitimate interest - other) [READ-ONLY]; Performance of a contract [READ-ONLY]; Freely given consent from contact [READ-ONLY]; Not applicable [READ-ONLY]","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Quarantined Emails","hs_quarantined_emails","string","Lists all emails associated with this contact that have been quarantined, with a source and reason.","emailinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","2.07%","",""
"Company size","company_size","string","Contact's company size. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
